city,micro_market,market_category,property_type,date,avg_price_sqft,avg_property_price,annual_rent,rental_yield_pct,yoy_price_growth,price_volatility,infra_score,infra_momentum,transaction_count,liquidity_score,zone_type,dominant_buyer,risk_category
Mumbai,Ambernath,mid,1BHK,2018-11-01,9717.47,4372861.5,244890.0,5.600223103338626,4.4482685234349395,113.68477322349801,0.869,32.46951219512195,41,0.09243697401313468,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2018-12-01,9753.71,4389169.5,245808.0,5.60033054089162,4.335273409545759,110.73874032303631,0.777,3.1872509960159334,49,0.15966386420450535,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-01-01,9798.11,4409149.5,246888.0,5.599447240335126,3.973288566674582,116.2467034006335,1.069,34.46540880503144,140,0.9243697401313468,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-02-01,9839.32,4427694.0,247968.0,5.600387018615108,3.711855063206415,126.8959638390292,0.986,28.552803129074313,31,0.008403361273921333,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-03-01,9890.2,4450590.0,249210.0,5.599482315827789,4.146834589949888,137.56685637161925,0.966,22.744599745870374,123,0.781512598474684,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-04-01,9914.92,4461714.0,249858.0,5.600045184429122,4.371204473418544,142.87020542075902,0.973,28.7037037037037,139,0.9159663788574254,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-05-01,9961.34,4482603.0,251046.0,5.600451344899382,4.496632115384003,149.33967830896344,0.989,29.960578186596585,147,0.9831932690487961,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-06-01,9967.23,4485253.5,251154.0,5.599549724447013,4.7391616857078045,144.40563523588492,0.956,17.589175891758924,39,0.07563025146529201,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-07-01,10043.0,4519350.0,253098.0,5.600318629891467,5.325309746392848,141.09127241440547,1.023,26.6089108910891,148,0.9915966303227174,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-08-01,10108.24,4548708.0,254718.0,5.599787895815691,5.702221283412823,138.3782218699167,0.909,19.92084432717678,123,0.781512598474684,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-09-01,10188.02,4584609.0,256716.0,5.599517865100383,5.428501651585771,150.87980835651408,0.906,9.420289855072483,140,0.9243697401313468,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-10-01,10232.35,4604557.5,257850.0,5.59988663405767,5.114068284825546,166.0231448519056,0.886,17.506631299734753,107,0.6470588180919428,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-11-01,10279.51,4625779.5,259038.0,5.599877815187689,5.783809983462773,173.22609867707786,1.004,15.535097813578824,131,0.8487394886660548,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2019-12-01,10276.39,4624375.5,258984.0,5.600410260801702,5.35878142778492,171.92536409865943,0.953,22.651222651222636,127,0.8151260435703694,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-01-01,10319.6,4643820.0,260064.0,5.600217062676848,5.32235298440209,170.70046833828954,1.752,63.891487371375135,111,0.6806722631876281,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-02-01,10343.93,4654768.5,260658.0,5.599805876489883,5.128504815373436,166.7828931961584,1.302,32.048681541582155,73,0.3613445347786174,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-03-01,10391.63,4676233.5,261846.0,5.599506525925191,5.069968251400359,164.8478602355665,1.263,30.745341614906827,52,0.18487394802626936,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-04-01,10469.56,4711302.0,263844.0,5.600235348954493,5.5939936983858685,164.93450029596985,1.057,8.633093525179847,90,0.50420167643528,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-05-01,10506.53,4727938.5,264762.0,5.599945938383081,5.473058845496692,163.7741215798302,1.387,40.24266936299292,68,0.3193277284090107,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-06-01,10521.33,4734598.5,265140.0,5.600052464849976,5.559217555930784,151.20183497314113,1.551,62.23849372384937,88,0.48739495388743737,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-07-01,10598.4,4769280.0,267084.0,5.6000905797101455,5.530220053768797,148.12650497126657,1.232,20.430107526881724,71,0.3445378122307747,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-08-01,10705.97,4817686.5,269784.0,5.599866242853286,5.913294500328448,158.49112885030883,1.473,62.04620462046204,118,0.7394957921050774,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-09-01,10779.96,4850982.0,271674.0,5.600391838188639,5.8101574201856465,176.65351558828345,1.32,45.695364238410605,45,0.12605041910882,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-10-01,10854.7,4884615.0,273564.0,5.600523275631754,6.082180535263171,196.51401289191082,1.322,49.20993227990971,120,0.7563025146529201,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-11-01,10868.94,4891023.0,273888.0,5.599810101077014,5.73402817838593,208.60502037162516,1.205,20.019920318725106,119,0.7478991533789987,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2020-12-01,10946.99,4926145.5,275886.0,5.600443592256867,6.525637894241076,217.3834491832165,1.508,58.23714585519413,37,0.05882352891744934,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-01-01,11056.46,4975407.0,278640.0,5.6003458611526655,7.140393038489856,231.8088749706454,1.846,5.365296803652964,97,0.5630252053527294,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-02-01,11069.82,4981419.0,278964.0,5.600091058391193,7.017545555702709,233.58496153824566,1.846,41.78187403993856,90,0.50420167643528,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-03-01,11122.39,5005075.5,280260.0,5.5995159313780585,7.032198028605707,232.35999313207824,1.709,35.31274742676169,53,0.19327730930019069,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-04-01,11166.68,5025006.0,281394.0,5.5998739105983155,6.6585415241901424,231.62766074124477,1.704,61.210974456007584,57,0.22689075439587603,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-05-01,11190.99,5035945.5,281988.0,5.599504601469575,6.514615196453999,223.53278126317298,1.847,33.16510454217736,55,0.21008403184803334,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-06-01,11249.96,5062482.0,283500.0,5.6000199111819065,6.925265151839155,207.67998198716543,1.851,19.342359767891693,32,0.016806722547842667,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-07-01,11312.85,5090782.5,285066.0,5.599649955581485,6.74111186594204,194.1849950258512,1.848,50.0,43,0.10924369656097734,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-08-01,11331.94,5099373.0,285552.0,5.5997472630458685,5.8469246597926405,183.86815262987648,1.845,25.254582484725052,30,0.0,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-09-01,11420.4,5139180.0,287820.0,5.600504360617842,5.941023899903164,182.01858682981748,1.809,37.04545454545454,143,0.9495798239531107,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-10-01,11500.97,5175436.5,289818.0,5.5998754887631215,5.953826453057198,187.81082557265353,1.849,39.863842662632365,40,0.08403361273921334,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-11-01,11567.83,5205523.5,291492.0,5.599667353341119,6.430157862680264,188.73281250265097,1.846,53.195020746887955,94,0.5378151215309653,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2021-12-01,11627.45,5232352.5,293004.0,5.599852074186516,6.2159552534532425,193.2971929831394,1.755,16.37931034482758,85,0.4621848700656734,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-01-01,11690.81,5260864.5,294624.0,5.600296301111728,5.73736982723223,206.48876022498666,1.871,1.3542795232936111,93,0.5294117602570441,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-02-01,11775.12,5298804.0,296730.0,5.599942930517905,6.371377312368232,218.18730154112484,1.87,1.300108342361872,42,0.10084033528705601,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-03-01,11895.35,5352907.5,299754.0,5.599835229732627,6.9495854757835485,237.77415474119323,1.869,9.362200117027486,67,0.31092436713508936,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-04-01,11946.56,5375952.0,301050.0,5.599938392307075,6.983991660905464,251.28403926664714,1.875,10.035211267605625,148,0.9915966303227174,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-05-01,11942.78,5374251.0,300942.0,5.599701242089363,6.71781495649626,249.38420795791876,1.874,1.461829994585817,114,0.705882347009392,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-06-01,12006.69,5403010.5,302562.0,5.5998780679771025,6.726512805378881,247.06347717499398,1.874,1.2425715829281536,62,0.26890756076548267,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-07-01,12065.48,5429466.0,304074.0,5.600440264291184,6.65287703805848,244.15969538710988,1.873,1.35281385281385,127,0.8151260435703694,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-08-01,12123.1,5455395.0,305478.0,5.5995578688619245,6.981681865594069,233.19278527877307,1.876,1.6802168021680108,91,0.5126050377092014,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-09-01,12124.83,5456173.5,305532.0,5.599748615032128,6.168172743511624,217.97251375758202,1.874,3.5931453841901773,92,0.5210083989831227,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-10-01,12143.87,5464741.5,306018.0,5.599862317366704,5.5899632813580125,201.2575503477598,1.87,1.1357490535424564,111,0.6806722631876281,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-11-01,12208.26,5493717.0,307638.0,5.599815207081107,5.536301968476365,186.92034762046833,1.873,1.4626218851570894,90,0.50420167643528,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2022-12-01,12267.01,5520154.5,309150.0,5.600386728306246,5.500432166984148,173.38365849567418,1.872,6.666666666666687,31,0.008403361273921333,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-01-01,12304.57,5537056.5,310068.0,5.599870617177196,5.249935633202485,158.69698449526393,1.919,2.56547300908605,51,0.176470586752348,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-02-01,12349.27,5557171.5,311202.0,5.600007125927282,4.87595880126912,148.9600794269735,1.917,2.5133689839572204,103,0.6134453729962573,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-03-01,12437.12,5596704.0,313416.0,5.600010291771729,4.554468763004027,158.21077039730446,1.919,2.6752273943285276,47,0.1428571416566627,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-04-01,12482.62,5617179.0,314550.0,5.599785942374277,4.487149438834281,167.863191500155,1.91,1.866666666666661,118,0.7394957921050774,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-05-01,12531.59,5639215.5,315792.0,5.599927862306379,4.930259118898617,170.40076309362746,1.92,2.45464247598719,36,0.050420167643528004,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-06-01,12571.99,5657395.5,316818.0,5.600068087868348,4.708208507090617,174.0072939149906,1.914,2.1344717182497197,119,0.7478991533789987,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-07-01,12638.43,5687293.5,318492.0,5.600062666011522,4.748671416305039,181.98800082825932,1.917,2.34917245061399,114,0.705882347009392,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-08-01,12739.41,5732734.5,321030.0,5.599945366386669,5.083765703491672,198.76904434585296,1.921,2.3987206823027796,100,0.5882352891744934,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-09-01,12779.68,5750856.0,322056.0,5.6001402226033825,5.400900466233338,206.13665857654505,1.918,2.347918890074707,81,0.428571424969988,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-10-01,12834.98,5775741.0,323460.0,5.600320374476626,5.69101941967427,208.0007771456489,1.916,2.4598930481283254,109,0.6638655406397854,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-11-01,12849.21,5782144.5,323784.0,5.599721694952453,5.250133925719136,205.1664653619175,1.919,2.4559530165509935,145,0.9663865465009535,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2023-12-01,12899.5,5804775.0,325080.0,5.600217062676848,5.15602416562797,202.74513033612413,1.914,2.2435897435897356,140,0.9243697401313468,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-01-01,12996.23,5848303.5,327510.0,5.600085563274888,5.621163518920214,203.79171615151964,1.921,0.10422094841062712,109,0.6638655406397854,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-02-01,13025.02,5861259.0,328212.0,5.599684299908945,5.471983364198851,198.64835678033413,1.927,0.5216484089723528,141,0.932773101405268,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-03-01,13137.69,5911960.5,331074.0,5.600071245401589,5.6328957186229545,206.83663551257857,1.926,0.36477331943720603,127,0.8151260435703694,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-04-01,13193.23,5936953.5,332478.0,5.600144922812685,5.6927952625330125,212.31937569845425,1.921,0.5759162303665022,99,0.579831927900572,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-05-01,13283.84,5977728.0,334746.0,5.5998867797263445,6.002829648911279,220.72841722800712,1.922,0.10416666666666075,135,0.8823529337617401,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-06-01,13334.11,6000349.5,336042.0,5.600373778227418,6.062047456289732,223.49240631634873,1.921,0.3657262277952045,65,0.2941176445872467,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-07-01,13372.59,6017665.5,337014.0,5.60041098994286,5.808949371084848,223.18634857482368,1.923,0.3129890453834161,133,0.8655462112138974,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-08-01,13474.0,6063300.0,339552.0,5.600118747216862,5.766279600075674,234.55796682272583,1.923,0.10411244143675447,99,0.579831927900572,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-09-01,13543.86,6094737.0,341280.0,5.5995853471610015,5.979648942696536,243.73447858586985,1.92,0.10427528675704956,139,0.9159663788574254,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-10-01,13646.23,6140803.5,343872.0,5.599788366457256,6.320617562317987,256.9274808706252,1.919,0.15657620041753528,107,0.6470588180919428,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-11-01,13682.52,6157134.0,344790.0,5.59984564246937,6.485301430982937,257.3746517445261,1.915,-0.20844189682126535,147,0.9831932690487961,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2024-12-01,13790.99,6205945.5,347544.0,5.600178087287425,6.911043063684641,260.2029562916005,1.913,-0.052246603970740324,84,0.45378150879175205,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-01-01,13868.5,6240825.0,349488.0,5.6000288423405555,6.71171562830144,267.01971669910444,1.965,2.2904737116085316,147,0.9831932690487961,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-02-01,13954.87,6279691.5,351648.00000000006,5.599765529883117,7.138952569746526,268.64604954403325,1.959,1.660612350804369,85,0.4621848700656734,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-03-01,14074.54,6333543.0,354672.00000000006,5.599898824402078,7.131010093859724,282.113069476949,1.954,1.4537902388369606,132,0.857142849939976,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-04-01,14167.01,6375154.5,356994.0,5.599770170275873,7.380906722614555,293.77703776536083,1.953,1.665799062988027,68,0.3193277284090107,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-05-01,14218.99,6398545.5,358344.0,5.600397777901243,7.0397565764116266,302.24820698644874,1.958,1.8730489073881307,70,0.33613445095685335,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-06-01,14295.29,6432880.5,360233.99999999994,5.599886396148661,7.208430108946162,306.2593562541223,1.957,1.874023945861536,121,0.7647058759268414,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-07-01,14415.65,6487042.5,363258.0,5.599747496644272,7.799984894474443,309.3022408424463,1.952,1.5080603224128852,117,0.731092430831156,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-08-01,14426.6,6491970.0,363527.99999999994,5.59965619064783,7.06991242392756,304.47804166610274,1.959,1.8720748829953227,72,0.352941173504696,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-09-01,14490.3,6520635.0,365148.00000000006,5.599884060371422,6.987963549534615,296.04123438606433,1.954,1.7708333333333437,131,0.8487394886660548,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-10-01,14514.71,6531619.5,365795.99999999994,5.600387468988356,6.364248587338772,284.71008803082697,1.959,2.084418968212609,100,0.5882352891744934,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-11-01,14574.94,6558723.0,367308.0,5.6002974969365225,6.522336528651151,264.99702178287527,1.955,2.088772845953013,139,0.9159663788574254,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2025-12-01,14556.91,6550609.5,366822.00000000006,5.599814795859837,5.553770976557892,239.99568047092524,1.948,1.8295870360689914,144,0.9579831852270321,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2026-01-01,14657.43,6595843.5,369360.00000000006,5.599890294546863,5.688646933698682,219.2456802103848,1.96,-0.2544529262086592,51,0.176470586752348,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2026-02-01,14791.36,6656112.0,372762.0,5.60029638924345,5.994251469200362,210.75388330835196,1.97,0.5615109749872227,64,0.2857142833133254,Mixed,End-user,Low
Mumbai,Ambernath,mid,1BHK,2026-03-01,14778.85,6650482.5,372438.0,5.600165100802836,5.0041422312913975,199.9569141772234,1.964,0.5117707267144223,134,0.8739495724878187,Mixed,End-user,Low
