city,micro_market,property_type,avg_price_sqft,avg_rent_sqft,avg_unit_size_sqft,transaction_count,date
Mumbai,Bandra West,1BHK,327981.75,765.29,450,105,2034-12-01
Mumbai,Bandra West,2BHK,35414.18,82.63,650,46,2015-01-01
Mumbai,Bandra West,2BHK,35791.51,83.51,650,131,2015-02-01
Mumbai,Bandra West,2BHK,36145.9,84.34,650,71,2015-03-01
Mumbai,Bandra West,2BHK,36422.27,84.99,650,38,2015-04-01
Mumbai,Bandra West,2BHK,36817.23,85.91,650,34,2015-05-01
Mumbai,Bandra West,2BHK,37251.1,86.92,650,58,2015-06-01
Mumbai,Bandra West,2BHK,37430.74,87.34,650,145,2015-07-01
Mumbai,Bandra West,2BHK,37615.8,87.77,650,46,2015-08-01
Mumbai,Bandra West,2BHK,37885.66,88.4,650,60,2015-09-01
Mumbai,Bandra West,2BHK,38387.53,89.57,650,48,2015-10-01
Mumbai,Bandra West,2BHK,38775.22,90.48,650,120,2015-11-01
Mumbai,Bandra West,2BHK,39302.28,91.71,650,103,2015-12-01
Mumbai,Bandra West,2BHK,39626.91,92.46,650,121,2016-01-01
Mumbai,Bandra West,2BHK,39989.61,93.31,650,87,2016-02-01
Mumbai,Bandra West,2BHK,40458.39,94.4,650,134,2016-03-01
Mumbai,Bandra West,2BHK,40922.51,95.49,650,68,2016-04-01
Mumbai,Bandra West,2BHK,41361.4,96.51,650,91,2016-05-01
Mumbai,Bandra West,2BHK,41930.73,97.84,650,92,2016-06-01
Mumbai,Bandra West,2BHK,42208.56,98.49,650,62,2016-07-01
Mumbai,Bandra West,2BHK,42589.74,99.38,650,67,2016-08-01
Mumbai,Bandra West,2BHK,43153.76,100.69,650,74,2016-09-01
Mumbai,Bandra West,2BHK,43512.27,101.53,650,61,2016-10-01
Mumbai,Bandra West,2BHK,43663.53,101.88,650,109,2016-11-01
Mumbai,Bandra West,2BHK,44142.26,103.0,650,147,2016-12-01
Mumbai,Bandra West,2BHK,44658.61,104.2,650,86,2017-01-01
Mumbai,Bandra West,2BHK,44925.12,104.83,650,47,2017-02-01
Mumbai,Bandra West,2BHK,45273.33,105.64,650,44,2017-03-01
Mumbai,Bandra West,2BHK,45612.8,106.43,650,60,2017-04-01
Mumbai,Bandra West,2BHK,46227.52,107.86,650,104,2017-05-01
Mumbai,Bandra West,2BHK,46553.96,108.63,650,41,2017-06-01
Mumbai,Bandra West,2BHK,46858.42,109.34,650,146,2017-07-01
Mumbai,Bandra West,2BHK,47254.94,110.26,650,37,2017-08-01
Mumbai,Bandra West,2BHK,47753.71,111.43,650,37,2017-09-01
Mumbai,Bandra West,2BHK,48042.34,112.1,650,87,2017-10-01
Mumbai,Bandra West,2BHK,48373.64,112.87,650,130,2017-11-01
Mumbai,Bandra West,2BHK,48690.07,113.61,650,70,2017-12-01
Mumbai,Bandra West,2BHK,49089.16,114.54,650,92,2018-01-01
Mumbai,Bandra West,2BHK,49294.66,115.02,650,46,2018-02-01
Mumbai,Bandra West,2BHK,49651.1,115.85,650,106,2018-03-01
Mumbai,Bandra West,2BHK,49867.82,116.36,650,121,2018-04-01
Mumbai,Bandra West,2BHK,50228.25,117.2,650,64,2018-05-01
Mumbai,Bandra West,2BHK,50627.87,118.13,650,35,2018-06-01
Mumbai,Bandra West,2BHK,50891.43,118.75,650,85,2018-07-01
Mumbai,Bandra West,2BHK,51637.55,120.49,650,59,2018-08-01
Mumbai,Bandra West,2BHK,52099.49,121.57,650,94,2018-09-01
Mumbai,Bandra West,2BHK,52532.96,122.58,650,47,2018-10-01
Mumbai,Bandra West,2BHK,52744.53,123.07,650,115,2018-11-01
Mumbai,Bandra West,2BHK,53442.25,124.7,650,88,2018-12-01
Mumbai,Bandra West,2BHK,53976.33,125.94,650,127,2019-01-01
Mumbai,Bandra West,2BHK,54516.24,127.2,650,134,2019-02-01
Mumbai,Bandra West,2BHK,54755.21,127.76,650,141,2019-03-01
Mumbai,Bandra West,2BHK,55158.67,128.7,650,84,2019-04-01
Mumbai,Bandra West,2BHK,55707.22,129.98,650,124,2019-05-01
Mumbai,Bandra West,2BHK,56268.4,131.29,650,34,2019-06-01
Mumbai,Bandra West,2BHK,56785.07,132.5,650,130,2019-07-01
Mumbai,Bandra West,2BHK,57313.61,133.73,650,82,2019-08-01
Mumbai,Bandra West,2BHK,57785.16,134.83,650,139,2019-09-01
Mumbai,Bandra West,2BHK,58037.64,135.42,650,30,2019-10-01
Mumbai,Bandra West,2BHK,58590.6,136.71,650,91,2019-11-01
Mumbai,Bandra West,2BHK,59218.1,138.18,650,94,2019-12-01
Mumbai,Bandra West,2BHK,59949.33,139.88,650,121,2020-01-01
Mumbai,Bandra West,2BHK,60776.08,141.81,650,124,2020-02-01
Mumbai,Bandra West,2BHK,61393.78,143.25,650,63,2020-03-01
Mumbai,Bandra West,2BHK,61818.7,144.24,650,83,2020-04-01
Mumbai,Bandra West,2BHK,62406.67,145.62,650,41,2020-05-01
Mumbai,Bandra West,2BHK,63269.16,147.63,650,94,2020-06-01
Mumbai,Bandra West,2BHK,64240.27,149.89,650,123,2020-07-01
Mumbai,Bandra West,2BHK,65167.43,152.06,650,86,2020-08-01
Mumbai,Bandra West,2BHK,65654.68,153.19,650,52,2020-09-01
Mumbai,Bandra West,2BHK,66756.66,155.77,650,108,2020-10-01
Mumbai,Bandra West,2BHK,67487.5,157.47,650,104,2020-11-01
Mumbai,Bandra West,2BHK,68351.69,159.49,650,80,2020-12-01
Mumbai,Bandra West,2BHK,69026.12,161.06,650,127,2021-01-01
Mumbai,Bandra West,2BHK,69825.07,162.93,650,67,2021-02-01
Mumbai,Bandra West,2BHK,70802.51,165.21,650,108,2021-03-01
Mumbai,Bandra West,2BHK,71722.14,167.35,650,120,2021-04-01
Mumbai,Bandra West,2BHK,72433.64,169.01,650,67,2021-05-01
Mumbai,Bandra West,2BHK,72999.01,170.33,650,126,2021-06-01
Mumbai,Bandra West,2BHK,73561.57,171.64,650,148,2021-07-01
Mumbai,Bandra West,2BHK,74530.38,173.9,650,135,2021-08-01
Mumbai,Bandra West,2BHK,74832.72,174.61,650,117,2021-09-01
Mumbai,Bandra West,2BHK,75506.21,176.18,650,98,2021-10-01
Mumbai,Bandra West,2BHK,76196.95,177.79,650,106,2021-11-01
Mumbai,Bandra West,2BHK,76987.57,179.64,650,136,2021-12-01
Mumbai,Bandra West,2BHK,77273.1,180.3,650,140,2022-01-01
Mumbai,Bandra West,2BHK,78193.46,182.45,650,52,2022-02-01
Mumbai,Bandra West,2BHK,78996.23,184.32,650,133,2022-03-01
Mumbai,Bandra West,2BHK,79497.62,185.49,650,33,2022-04-01
Mumbai,Bandra West,2BHK,80404.59,187.61,650,96,2022-05-01
Mumbai,Bandra West,2BHK,81071.51,189.17,650,56,2022-06-01
Mumbai,Bandra West,2BHK,81574.92,190.34,650,80,2022-07-01
Mumbai,Bandra West,2BHK,82446.05,192.37,650,48,2022-08-01
Mumbai,Bandra West,2BHK,83077.33,193.85,650,71,2022-09-01
Mumbai,Bandra West,2BHK,84099.4,196.23,650,90,2022-10-01
Mumbai,Bandra West,2BHK,84883.14,198.06,650,34,2022-11-01
Mumbai,Bandra West,2BHK,85536.8,199.59,650,134,2022-12-01
Mumbai,Bandra West,2BHK,86522.59,201.89,650,78,2023-01-01
Mumbai,Bandra West,2BHK,87241.19,203.56,650,107,2023-02-01
Mumbai,Bandra West,2BHK,87721.99,204.68,650,55,2023-03-01
Mumbai,Bandra West,2BHK,88220.75,205.85,650,76,2023-04-01
Mumbai,Bandra West,2BHK,88844.25,207.3,650,123,2023-05-01
Mumbai,Bandra West,2BHK,89715.69,209.34,650,136,2023-06-01
Mumbai,Bandra West,2BHK,90767.22,211.79,650,142,2023-07-01
Mumbai,Bandra West,2BHK,91430.33,213.34,650,128,2023-08-01
Mumbai,Bandra West,2BHK,92122.93,214.95,650,85,2023-09-01
Mumbai,Bandra West,2BHK,92808.25,216.55,650,115,2023-10-01
Mumbai,Bandra West,2BHK,93873.02,219.04,650,107,2023-11-01
Mumbai,Bandra West,2BHK,94513.77,220.53,650,117,2023-12-01
Mumbai,Bandra West,2BHK,95308.43,222.39,650,88,2024-01-01
Mumbai,Bandra West,2BHK,96218.53,224.51,650,85,2024-02-01
Mumbai,Bandra West,2BHK,97216.06,226.84,650,52,2024-03-01
Mumbai,Bandra West,2BHK,97878.4,228.38,650,139,2024-04-01
Mumbai,Bandra West,2BHK,98670.44,230.23,650,144,2024-05-01
Mumbai,Bandra West,2BHK,99841.88,232.96,650,44,2024-06-01
Mumbai,Bandra West,2BHK,100845.06,235.31,650,57,2024-07-01
Mumbai,Bandra West,2BHK,101621.6,237.12,650,103,2024-08-01
Mumbai,Bandra West,2BHK,102915.8,240.14,650,115,2024-09-01
Mumbai,Bandra West,2BHK,103928.15,242.5,650,119,2024-10-01
Mumbai,Bandra West,2BHK,104394.28,243.59,650,42,2024-11-01
Mumbai,Bandra West,2BHK,105415.96,245.97,650,113,2024-12-01
Mumbai,Bandra West,2BHK,105693.9,246.62,650,134,2025-01-01
Mumbai,Bandra West,2BHK,106538.77,248.59,650,138,2025-02-01
Mumbai,Bandra West,2BHK,108337.85,252.79,650,115,2025-03-01
Mumbai,Bandra West,2BHK,109128.14,254.63,650,63,2025-04-01
Mumbai,Bandra West,2BHK,110810.9,258.56,650,137,2025-05-01
Mumbai,Bandra West,2BHK,112289.05,262.01,650,112,2025-06-01
Mumbai,Bandra West,2BHK,112805.29,263.21,650,81,2025-07-01
Mumbai,Bandra West,2BHK,113454.95,264.73,650,55,2025-08-01
Mumbai,Bandra West,2BHK,114013.27,266.03,650,88,2025-09-01
Mumbai,Bandra West,2BHK,115262.04,268.94,650,138,2025-10-01
Mumbai,Bandra West,2BHK,116490.32,271.81,650,82,2025-11-01
Mumbai,Bandra West,2BHK,117490.26,274.14,650,51,2025-12-01
Mumbai,Bandra West,2BHK,118349.75,276.15,650,141,2026-01-01
Mumbai,Bandra West,2BHK,118987.67,277.64,650,33,2026-02-01
Mumbai,Bandra West,2BHK,120363.06,280.85,650,108,2026-03-01
