city,micro_market,date,market_category,metro_distance_km,it_park_distance_km,school_count_2km,hospital_count_2km,mall_count_3km,infra_score
Mumbai,Bandra West,2017-07-01,prime,0.35,0.5,7,6,4,1.671
Mumbai,Bandra West,2017-08-01,prime,0.3,0.61,7,6,4,1.721
Mumbai,Bandra West,2017-09-01,prime,0.24,0.55,7,6,4,2.015
Mumbai,Bandra West,2017-10-01,prime,0.2,0.58,7,6,4,2.241
Mumbai,Bandra West,2017-11-01,prime,0.25,0.5,7,6,4,1.995
Mumbai,Bandra West,2017-12-01,prime,0.34,0.71,7,6,4,1.554
Mumbai,Bandra West,2018-01-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-02-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-03-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-04-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-05-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-06-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-07-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-08-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-09-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-10-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-11-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2018-12-01,prime,0.2,0.5,8,6,4,2.33
Mumbai,Bandra West,2019-01-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-02-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-03-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-04-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-05-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-06-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-07-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-08-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-09-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-10-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-11-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2019-12-01,prime,0.2,0.5,8,7,4,2.345
Mumbai,Bandra West,2020-01-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-02-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-03-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-04-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-05-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-06-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-07-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-08-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-09-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-10-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-11-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2020-12-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-01-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-02-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-03-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-04-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-05-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-06-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-07-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-08-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-09-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-10-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-11-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2021-12-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Bandra West,2022-01-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-02-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-03-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-04-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-05-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-06-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-07-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-08-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-09-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-10-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-11-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2022-12-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Bandra West,2023-01-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-02-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-03-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-04-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-05-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-06-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-07-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-08-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-09-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-10-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-11-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2023-12-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-01-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-02-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-03-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-04-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-05-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-06-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-07-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-08-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-09-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-10-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-11-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2024-12-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Bandra West,2025-01-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-02-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-03-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-04-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-05-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-06-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-07-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-08-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-09-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-10-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-11-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2025-12-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-01-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-02-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-03-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-04-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-05-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-06-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-07-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-08-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-09-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-10-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-11-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2026-12-01,prime,0.2,0.5,11,8,5,2.44
Mumbai,Bandra West,2027-01-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-02-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-03-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-04-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-05-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-06-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-07-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-08-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-09-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-10-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-11-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2027-12-01,prime,0.2,0.5,11,9,5,2.455
Mumbai,Bandra West,2028-01-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-02-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-03-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-04-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-05-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-06-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-07-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-08-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-09-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-10-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-11-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2028-12-01,prime,0.2,0.5,12,9,5,2.475
Mumbai,Bandra West,2029-01-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-02-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-03-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-04-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-05-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-06-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-07-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-08-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-09-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-10-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-11-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2029-12-01,prime,0.2,0.5,12,9,6,2.495
Mumbai,Bandra West,2030-01-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-02-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-03-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-04-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-05-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-06-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-07-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-08-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-09-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-10-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-11-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2030-12-01,prime,0.2,0.5,13,9,6,2.515
Mumbai,Bandra West,2031-01-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-02-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-03-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-04-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-05-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-06-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-07-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-08-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-09-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-10-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-11-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2031-12-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-01-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-02-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-03-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-04-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-05-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-06-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-07-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-08-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-09-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-10-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-11-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2032-12-01,prime,0.2,0.5,13,10,6,2.53
Mumbai,Bandra West,2033-01-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-02-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-03-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-04-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-05-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-06-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-07-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-08-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-09-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-10-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-11-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2033-12-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-01-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-02-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-03-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-04-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-05-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-06-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-07-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-08-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-09-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-10-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-11-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Bandra West,2034-12-01,prime,0.2,0.5,14,10,6,2.55
Mumbai,Juhu,2015-01-01,prime,0.34,1.88,7,6,4,1.313
Mumbai,Juhu,2015-02-01,prime,0.41,1.86,7,6,4,1.171
Mumbai,Juhu,2015-03-01,prime,0.36,1.83,7,6,4,1.271
Mumbai,Juhu,2015-04-01,prime,0.33,1.84,7,6,4,1.358
Mumbai,Juhu,2015-05-01,prime,0.29,1.81,7,6,4,1.474
Mumbai,Juhu,2015-06-01,prime,0.45,1.78,7,6,4,1.116
Mumbai,Juhu,2015-07-01,prime,0.42,1.89,7,6,4,1.153
Mumbai,Juhu,2015-08-01,prime,0.44,1.51,7,6,4,1.161
Mumbai,Juhu,2015-09-01,prime,0.37,1.89,7,6,4,1.243
Mumbai,Juhu,2015-10-01,prime,0.41,1.95,7,6,4,1.178
Mumbai,Juhu,2015-11-01,prime,0.4,1.85,7,6,4,1.194
Mumbai,Juhu,2015-12-01,prime,0.32,1.64,7,6,4,1.407
Mumbai,Juhu,2016-01-01,prime,0.28,1.52,7,6,4,1.536
Mumbai,Juhu,2016-02-01,prime,0.2,1.67,7,6,4,1.96
Mumbai,Juhu,2016-03-01,prime,0.21,1.46,7,6,4,1.878
Mumbai,Juhu,2016-04-01,prime,0.2,1.54,7,6,4,1.972
Mumbai,Juhu,2016-05-01,prime,0.22,1.66,7,6,4,1.821
Mumbai,Juhu,2016-06-01,prime,0.21,1.58,7,6,4,1.9
Mumbai,Juhu,2016-07-01,prime,0.2,1.68,7,6,4,1.959
Mumbai,Juhu,2016-08-01,prime,0.37,1.71,7,6,4,1.275
Mumbai,Juhu,2016-09-01,prime,0.28,1.61,7,6,4,1.551
Mumbai,Juhu,2016-10-01,prime,0.2,1.49,7,6,4,1.978
Mumbai,Juhu,2016-11-01,prime,0.25,1.67,7,6,4,1.666
Mumbai,Juhu,2016-12-01,prime,0.2,1.62,7,6,4,1.964
Mumbai,Juhu,2017-01-01,prime,0.2,1.38,7,6,4,1.992
Mumbai,Juhu,2017-02-01,prime,0.2,1.37,7,6,4,1.993
Mumbai,Juhu,2017-03-01,prime,0.2,1.51,7,6,4,1.976
Mumbai,Juhu,2017-04-01,prime,0.2,1.32,7,6,4,1.999
Mumbai,Juhu,2017-05-01,prime,0.2,1.38,7,6,4,1.991
Mumbai,Juhu,2017-06-01,prime,0.2,1.49,7,6,4,1.977
Mumbai,Juhu,2017-07-01,prime,0.2,1.27,7,6,4,2.007
Mumbai,Juhu,2017-08-01,prime,0.2,1.28,7,6,4,2.005
Mumbai,Juhu,2017-09-01,prime,0.2,1.25,7,6,4,2.01
Mumbai,Juhu,2017-10-01,prime,0.2,1.36,7,6,4,1.994
Mumbai,Juhu,2017-11-01,prime,0.2,1.16,7,6,4,2.025
Mumbai,Juhu,2017-12-01,prime,0.2,1.27,7,6,4,2.006
Mumbai,Juhu,2018-01-01,prime,0.2,0.93,8,6,4,2.098
Mumbai,Juhu,2018-02-01,prime,0.2,1.22,8,6,4,2.035
Mumbai,Juhu,2018-03-01,prime,0.2,1.18,8,6,4,2.041
Mumbai,Juhu,2018-04-01,prime,0.2,1.25,8,6,4,2.029
Mumbai,Juhu,2018-05-01,prime,0.2,1.05,8,6,4,2.067
Mumbai,Juhu,2018-06-01,prime,0.2,1.05,8,6,4,2.069
Mumbai,Juhu,2018-07-01,prime,0.2,1.13,8,6,4,2.051
Mumbai,Juhu,2018-08-01,prime,0.2,0.94,8,6,4,2.095
Mumbai,Juhu,2018-09-01,prime,0.2,1.0,8,6,4,2.079
Mumbai,Juhu,2018-10-01,prime,0.2,1.11,8,6,4,2.056
Mumbai,Juhu,2018-11-01,prime,0.2,1.01,8,6,4,2.078
Mumbai,Juhu,2018-12-01,prime,0.2,1.01,8,6,4,2.078
Mumbai,Juhu,2019-01-01,prime,0.2,0.7,8,7,4,2.2
Mumbai,Juhu,2019-02-01,prime,0.2,0.83,8,7,4,2.148
Mumbai,Juhu,2019-03-01,prime,0.2,0.83,8,7,4,2.146
Mumbai,Juhu,2019-04-01,prime,0.2,0.84,8,7,4,2.143
Mumbai,Juhu,2019-05-01,prime,0.2,0.75,8,7,4,2.178
Mumbai,Juhu,2019-06-01,prime,0.2,0.77,8,7,4,2.169
Mumbai,Juhu,2019-07-01,prime,0.2,0.9,8,7,4,2.122
Mumbai,Juhu,2019-08-01,prime,0.2,0.56,8,7,4,2.295
Mumbai,Juhu,2019-09-01,prime,0.2,0.7,8,7,4,2.203
Mumbai,Juhu,2019-10-01,prime,0.2,0.87,8,7,4,2.133
Mumbai,Juhu,2019-11-01,prime,0.2,0.79,8,7,4,2.16
Mumbai,Juhu,2019-12-01,prime,0.2,0.73,8,7,4,2.185
Mumbai,Juhu,2020-01-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2020-02-01,prime,0.2,0.53,9,7,4,2.338
Mumbai,Juhu,2020-03-01,prime,0.2,0.54,9,7,4,2.326
Mumbai,Juhu,2020-04-01,prime,0.2,0.61,9,7,4,2.278
Mumbai,Juhu,2020-05-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2020-06-01,prime,0.2,0.6,9,7,4,2.282
Mumbai,Juhu,2020-07-01,prime,0.2,0.68,9,7,4,2.231
Mumbai,Juhu,2020-08-01,prime,0.2,0.66,9,7,4,2.241
Mumbai,Juhu,2020-09-01,prime,0.2,0.6,9,7,4,2.281
Mumbai,Juhu,2020-10-01,prime,0.2,0.56,9,7,4,2.314
Mumbai,Juhu,2020-11-01,prime,0.2,0.68,9,7,4,2.231
Mumbai,Juhu,2020-12-01,prime,0.2,0.59,9,7,4,2.286
Mumbai,Juhu,2021-01-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-02-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-03-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-04-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-05-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-06-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-07-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-08-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-09-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-10-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-11-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2021-12-01,prime,0.2,0.5,9,7,4,2.365
Mumbai,Juhu,2022-01-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-02-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-03-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-04-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-05-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-06-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-07-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-08-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-09-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-10-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-11-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2022-12-01,prime,0.2,0.5,9,7,5,2.385
Mumbai,Juhu,2023-01-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-02-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-03-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-04-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-05-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-06-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-07-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-08-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-09-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-10-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-11-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2023-12-01,prime,0.2,0.5,10,8,5,2.42
Mumbai,Juhu,2024-01-01,prime,0.2,0.5,10,8,5,2.42
