city,micro_market,property_type,avg_price_sqft,avg_rent_sqft,avg_unit_size_sqft,transaction_count,date,avg_property_price,annual_rent,rental_yield_pct,yoy_price_growth
Mumbai,Ambernath,1BHK,10854.7,50.66,450,120,2020-10-01,4884615.0,273564.0,5.600523275631754,0.06082180535263171
Mumbai,Ambernath,1BHK,10868.94,50.72,450,119,2020-11-01,4891023.0,273888.0,5.599810101077014,0.057340281783859304
Mumbai,Ambernath,1BHK,10946.99,51.09,450,37,2020-12-01,4926145.5,275886.0,5.600443592256867,0.06525637894241076
Mumbai,Ambernath,1BHK,11056.46,51.6,450,97,2021-01-01,4975407.0,278640.0,5.6003458611526655,0.07140393038489856
Mumbai,Ambernath,1BHK,11069.82,51.66,450,90,2021-02-01,4981419.0,278964.0,5.600091058391193,0.07017545555702709
Mumbai,Ambernath,1BHK,11122.39,51.9,450,53,2021-03-01,5005075.5,280260.0,5.5995159313780585,0.07032198028605707
Mumbai,Ambernath,1BHK,11166.68,52.11,450,57,2021-04-01,5025006.0,281394.0,5.5998739105983155,0.06658541524190142
Mumbai,Ambernath,1BHK,11190.99,52.22,450,55,2021-05-01,5035945.5,281988.0,5.599504601469575,0.06514615196453999
Mumbai,Ambernath,1BHK,11249.96,52.5,450,32,2021-06-01,5062482.0,283500.0,5.6000199111819065,0.06925265151839155
Mumbai,Ambernath,1BHK,11312.85,52.79,450,43,2021-07-01,5090782.5,285066.0,5.599649955581485,0.0674111186594204
Mumbai,Ambernath,1BHK,11331.94,52.88,450,30,2021-08-01,5099373.0,285552.0,5.5997472630458685,0.058469246597926405
Mumbai,Ambernath,1BHK,11420.4,53.3,450,143,2021-09-01,5139180.0,287820.0,5.600504360617842,0.05941023899903164
Mumbai,Ambernath,1BHK,11500.97,53.67,450,40,2021-10-01,5175436.5,289818.0,5.5998754887631215,0.05953826453057198
Mumbai,Ambernath,1BHK,11567.83,53.98,450,94,2021-11-01,5205523.5,291492.0,5.599667353341119,0.06430157862680264
Mumbai,Ambernath,1BHK,11627.45,54.26,450,85,2021-12-01,5232352.5,293004.0,5.599852074186516,0.062159552534532425
Mumbai,Ambernath,1BHK,11690.81,54.56,450,93,2022-01-01,5260864.5,294624.0,5.600296301111728,0.057373698272322304
Mumbai,Ambernath,1BHK,11775.12,54.95,450,42,2022-02-01,5298804.0,296730.0,5.599942930517905,0.06371377312368232
Mumbai,Ambernath,1BHK,11895.35,55.51,450,67,2022-03-01,5352907.5,299754.0,5.599835229732627,0.06949585475783548
Mumbai,Ambernath,1BHK,11946.56,55.75,450,148,2022-04-01,5375952.0,301050.0,5.599938392307075,0.06983991660905464
Mumbai,Ambernath,1BHK,11942.78,55.73,450,114,2022-05-01,5374251.0,300942.0,5.599701242089363,0.0671781495649626
Mumbai,Ambernath,1BHK,12006.69,56.03,450,62,2022-06-01,5403010.5,302562.0,5.5998780679771025,0.06726512805378881
Mumbai,Ambernath,1BHK,12065.48,56.31,450,127,2022-07-01,5429466.0,304074.0,5.600440264291184,0.0665287703805848
Mumbai,Ambernath,1BHK,12123.1,56.57,450,91,2022-08-01,5455395.0,305478.0,5.5995578688619245,0.0698168186559407
Mumbai,Ambernath,1BHK,12124.83,56.58,450,92,2022-09-01,5456173.5,305532.0,5.599748615032128,0.06168172743511624
Mumbai,Ambernath,1BHK,12143.87,56.67,450,111,2022-10-01,5464741.5,306018.0,5.599862317366704,0.055899632813580125
Mumbai,Ambernath,1BHK,12208.26,56.97,450,90,2022-11-01,5493717.0,307638.0,5.599815207081107,0.05536301968476365
Mumbai,Ambernath,1BHK,12267.01,57.25,450,31,2022-12-01,5520154.5,309150.0,5.600386728306246,0.05500432166984148
Mumbai,Ambernath,1BHK,12304.57,57.42,450,51,2023-01-01,5537056.5,310068.0,5.599870617177196,0.05249935633202485
Mumbai,Ambernath,1BHK,12349.27,57.63,450,103,2023-02-01,5557171.5,311202.0,5.600007125927282,0.0487595880126912
Mumbai,Ambernath,1BHK,12437.12,58.04,450,47,2023-03-01,5596704.0,313416.0,5.600010291771729,0.04554468763004027
Mumbai,Ambernath,1BHK,12482.62,58.25,450,118,2023-04-01,5617179.0,314550.0,5.599785942374277,0.044871494388342814
Mumbai,Ambernath,1BHK,12531.59,58.48,450,36,2023-05-01,5639215.5,315792.0,5.599927862306379,0.04930259118898617
Mumbai,Ambernath,1BHK,12571.99,58.67,450,119,2023-06-01,5657395.5,316818.0,5.600068087868348,0.047082085070906166
Mumbai,Ambernath,1BHK,12638.43,58.98,450,114,2023-07-01,5687293.5,318492.0,5.600062666011522,0.04748671416305039
Mumbai,Ambernath,1BHK,12739.41,59.45,450,100,2023-08-01,5732734.5,321030.0,5.599945366386669,0.05083765703491672
Mumbai,Ambernath,1BHK,12779.68,59.64,450,81,2023-09-01,5750856.0,322056.0,5.6001402226033825,0.05400900466233338
Mumbai,Ambernath,1BHK,12834.98,59.9,450,109,2023-10-01,5775741.0,323460.0,5.600320374476626,0.0569101941967427
Mumbai,Ambernath,1BHK,12849.21,59.96,450,145,2023-11-01,5782144.5,323784.0,5.599721694952453,0.05250133925719136
Mumbai,Ambernath,1BHK,12899.5,60.2,450,140,2023-12-01,5804775.0,325080.0,5.600217062676848,0.051560241656279704
Mumbai,Ambernath,1BHK,12996.23,60.65,450,109,2024-01-01,5848303.5,327510.0,5.600085563274888,0.056211635189202136
Mumbai,Ambernath,1BHK,13025.02,60.78,450,141,2024-02-01,5861259.0,328212.0,5.599684299908945,0.05471983364198851
Mumbai,Ambernath,1BHK,13137.69,61.31,450,127,2024-03-01,5911960.5,331074.0,5.600071245401589,0.056328957186229545
Mumbai,Ambernath,1BHK,13193.23,61.57,450,99,2024-04-01,5936953.5,332478.0,5.600144922812685,0.056927952625330125
Mumbai,Ambernath,1BHK,13283.84,61.99,450,135,2024-05-01,5977728.0,334746.0,5.5998867797263445,0.06002829648911279
Mumbai,Ambernath,1BHK,13334.11,62.23,450,65,2024-06-01,6000349.5,336042.0,5.600373778227418,0.06062047456289732
Mumbai,Ambernath,1BHK,13372.59,62.41,450,133,2024-07-01,6017665.5,337014.0,5.60041098994286,0.05808949371084848
Mumbai,Ambernath,1BHK,13474.0,62.88,450,99,2024-08-01,6063300.0,339552.0,5.600118747216862,0.057662796000756744
Mumbai,Ambernath,1BHK,13543.86,63.2,450,139,2024-09-01,6094737.0,341280.0,5.5995853471610015,0.05979648942696536
Mumbai,Ambernath,1BHK,13646.23,63.68,450,107,2024-10-01,6140803.5,343872.0,5.599788366457256,0.06320617562317987
Mumbai,Ambernath,1BHK,13682.52,63.85,450,147,2024-11-01,6157134.0,344790.0,5.59984564246937,0.06485301430982937
Mumbai,Ambernath,1BHK,13790.99,64.36,450,84,2024-12-01,6205945.5,347544.0,5.600178087287425,0.06911043063684641
Mumbai,Ambernath,1BHK,13868.5,64.72,450,147,2025-01-01,6240825.0,349488.0,5.6000288423405555,0.0671171562830144
Mumbai,Ambernath,1BHK,13954.87,65.12,450,85,2025-02-01,6279691.5,351648.00000000006,5.599765529883117,0.07138952569746526
Mumbai,Ambernath,1BHK,14074.54,65.68,450,132,2025-03-01,6333543.0,354672.00000000006,5.599898824402078,0.07131010093859724
Mumbai,Ambernath,1BHK,14167.01,66.11,450,68,2025-04-01,6375154.5,356994.0,5.599770170275873,0.07380906722614555
Mumbai,Ambernath,1BHK,14218.99,66.36,450,70,2025-05-01,6398545.5,358344.0,5.600397777901243,0.07039756576411627
Mumbai,Ambernath,1BHK,14295.29,66.71,450,121,2025-06-01,6432880.5,360233.99999999994,5.599886396148661,0.07208430108946162
Mumbai,Ambernath,1BHK,14415.65,67.27,450,117,2025-07-01,6487042.5,363258.0,5.599747496644272,0.07799984894474443
Mumbai,Ambernath,1BHK,14426.6,67.32,450,72,2025-08-01,6491970.0,363527.99999999994,5.59965619064783,0.0706991242392756
Mumbai,Ambernath,1BHK,14490.3,67.62,450,131,2025-09-01,6520635.0,365148.00000000006,5.599884060371422,0.06987963549534615
Mumbai,Ambernath,1BHK,14514.71,67.74,450,100,2025-10-01,6531619.5,365795.99999999994,5.600387468988356,0.06364248587338772
Mumbai,Ambernath,1BHK,14574.94,68.02,450,139,2025-11-01,6558723.0,367308.0,5.6002974969365225,0.06522336528651151
Mumbai,Ambernath,1BHK,14556.91,67.93,450,144,2025-12-01,6550609.5,366822.00000000006,5.599814795859837,0.055537709765578924
Mumbai,Ambernath,1BHK,14657.43,68.4,450,51,2026-01-01,6595843.5,369360.00000000006,5.599890294546863,0.05688646933698682
Mumbai,Ambernath,1BHK,14791.36,69.03,450,64,2026-02-01,6656112.0,372762.0,5.60029638924345,0.05994251469200362
Mumbai,Ambernath,1BHK,14778.85,68.97,450,134,2026-03-01,6650482.5,372438.0,5.600165100802836,0.050041422312913975
Mumbai,Ambernath,1BHK,14879.76,69.44,450,86,2026-04-01,6695892.0,374976.0,5.600090324037485,0.050310545415017005
Mumbai,Ambernath,1BHK,14917.67,69.62,450,125,2026-05-01,6712951.5,375948.00000000006,5.600338390646797,0.04913710467480459
Mumbai,Ambernath,1BHK,14914.41,69.6,450,116,2026-06-01,6711484.5,375839.99999999994,5.599953333722218,0.04330936972947019
Mumbai,Ambernath,1BHK,14940.47,69.72,450,96,2026-07-01,6723211.5,376488.0,5.599823834189955,0.03640626680031778
Mumbai,Ambernath,1BHK,14954.95,69.79,450,110,2026-08-01,6729727.5,376866.00000000006,5.6000187228977705,0.03662332081017006
Mumbai,Ambernath,1BHK,15010.6,70.05,450,38,2026-09-01,6754770.0,378270.0,5.600042636536847,0.035906779017687684
Mumbai,Ambernath,1BHK,15059.28,70.28,450,143,2026-10-01,6776676.0,379512.0,5.600267741884074,0.037518489863042515
Mumbai,Ambernath,1BHK,15195.46,70.91,450,115,2026-11-01,6837957.0,382914.0,5.599830475681553,0.04257444627559348
Mumbai,Ambernath,1BHK,15344.69,71.61,450,46,2026-12-01,6905110.5,386694.0,5.600113133598659,0.0541172542799262
Mumbai,Ambernath,1BHK,15440.32,72.05,450,78,2027-01-01,6948144.0,389070.0,5.599624878240865,0.05341250137302378
Mumbai,Ambernath,1BHK,15448.6,72.09,450,131,2027-02-01,6951870.0,389286.0,5.5997307199357875,0.044434047984769576
Mumbai,Ambernath,1BHK,15538.81,72.51,450,63,2027-03-01,6992464.5,391554.00000000006,5.599656601760367,0.05142213365721959
Mumbai,Ambernath,1BHK,15575.44,72.69,450,41,2027-04-01,7008948.0,392526.0,5.600355431371441,0.046753442259821476
Mumbai,Ambernath,1BHK,15630.37,72.94,450,61,2027-05-01,7033666.5,393876.0,5.59986743755906,0.04777555744295192
Mumbai,Ambernath,1BHK,15776.92,73.63,450,89,2027-06-01,7099614.0,397602.0,5.600332637802563,0.05783064834612972
Mumbai,Ambernath,1BHK,15824.65,73.85,450,81,2027-07-01,7121092.5,398790.0,5.60012385739969,0.059180199819684365
Mumbai,Ambernath,1BHK,15861.25,74.02,450,57,2027-08-01,7137562.5,399708.0,5.600063046733391,0.06060200803078564
Mumbai,Ambernath,1BHK,15940.53,74.39,450,68,2027-09-01,7173238.5,401706.0,5.600064740632839,0.06195155423500731
Mumbai,Ambernath,1BHK,15889.5,74.15,450,133,2027-10-01,7150275.0,400410.0,5.599924478429151,0.05513012574306342
Mumbai,Ambernath,1BHK,16015.39,74.74,450,62,2027-11-01,7206925.5,403596.0,5.600113390932098,0.05395887982331571
Mumbai,Ambernath,1BHK,16112.57,75.19,450,93,2027-12-01,7250656.5,406026.0,5.599851544477386,0.050042066669316876
Mumbai,Ambernath,1BHK,16109.82,75.18,450,132,2028-01-01,7249419.0,405972.0,5.600062570531515,0.04336050030051197
Mumbai,Ambernath,1BHK,16120.72,75.23,450,127,2028-02-01,7254324.0,406242.0,5.599998014976999,0.0435068549900961
Mumbai,Ambernath,1BHK,16246.73,75.82,450,105,2028-03-01,7311028.5,409428.0,5.600142305559334,0.04555818624463526
Mumbai,Ambernath,1BHK,16398.86,76.53,450,62,2028-04-01,7379487.0,413262.0,5.600145375959061,0.0528665642832562
Mumbai,Ambernath,1BHK,16419.4,76.62,450,120,2028-05-01,7388730.000000001,413748.0,5.599717407457032,0.05048057083741453
Mumbai,Ambernath,1BHK,16509.25,77.04,450,93,2028-06-01,7429162.5,416016.0,5.599769826006633,0.046417805249693744
Mumbai,Ambernath,1BHK,16572.06,77.34,450,75,2028-07-01,7457427.000000001,417636.0,5.600269369046455,0.04723074443984543
Mumbai,Ambernath,1BHK,16654.21,77.72,450,149,2028-08-01,7494394.5,419688.0,5.600025459028077,0.049993537709827285
Mumbai,Ambernath,1BHK,16702.0,77.94,450,69,2028-09-01,7515900.0,420876.0,5.599808406178901,0.047769427992670144
Mumbai,Ambernath,1BHK,16807.72,78.44,450,30,2028-10-01,7563474.000000001,423576.0,5.600283679166478,0.05778784732055775
Mumbai,Ambernath,1BHK,16830.98,78.54,450,106,2028-11-01,7573941.0,424116.0,5.599673934613433,0.05092539113939787
Mumbai,Ambernath,1BHK,16933.38,79.02,450,134,2028-12-01,7620021.0,426708.0,5.599827087090705,0.05094221468083626
Mumbai,Ambernath,1BHK,16950.27,79.1,450,43,2029-01-01,7627621.5,427140.0,5.599910797881096,0.05217004286826299
Mumbai,Ambernath,1BHK,17094.18,79.77,450,98,2029-02-01,7692381.0,430758.0,5.599800633899958,0.060385640343607605
Mumbai,Ambernath,1BHK,17191.1,80.23,450,60,2029-03-01,7735994.999999999,433242.0,5.60033971066424,0.05812677381848519
Mumbai,Ambernath,1BHK,17259.43,80.54,450,145,2029-04-01,7766743.5,434916.0,5.599721427648538,0.05247742830904101
Mumbai,Ambernath,1BHK,17394.51,81.17,450,80,2029-05-01,7827529.499999999,438318.0,5.5996978356964355,0.05938767555452684
Mumbai,Ambernath,1BHK,17486.32,81.6,450,88,2029-06-01,7868844.0,440640.0,5.599806019791472,0.0591831851840634
Mumbai,Ambernath,1BHK,17573.89,82.01,450,94,2029-07-01,7908250.5,442854.0,5.599898485764961,0.060452955154639776
Mumbai,Ambernath,1BHK,17649.72,82.37,450,134,2029-08-01,7942374.000000001,444798.0,5.600315472426757,0.059775276041313496
Mumbai,Ambernath,1BHK,17709.79,82.65,450,80,2029-09-01,7969405.5,446310.0,5.600292267723106,0.060339480301760284
Mumbai,Ambernath,1BHK,17774.5,82.95,450,33,2029-10-01,7998525.0,447930.0,5.600157529044417,0.05751999676339192
Mumbai,Ambernath,1BHK,17865.44,83.37,450,127,2029-11-01,8039447.999999999,450198.0,5.599862080083111,0.06146166176895229
Mumbai,Ambernath,1BHK,17963.65,83.83,450,64,2029-12-01,8083642.500000001,452682.0,5.599975506091467,0.06084254885911733
Mumbai,Ambernath,1BHK,18013.03,84.06,450,96,2030-01-01,8105863.499999999,453924.0,5.599946261123199,0.06269870627429519
Mumbai,Ambernath,1BHK,18000.54,84.0,450,97,2030-02-01,8100243.0,453600.0,5.599832005039849,0.053021554704583806
Mumbai,Ambernath,1BHK,18156.99,84.73,450,68,2030-03-01,8170645.500000001,457542.0,5.599826843546204,0.05618546806196245
Mumbai,Ambernath,1BHK,18341.67,85.59,450,148,2030-04-01,8253751.499999999,462186.0,5.59970820541423,0.06270427238906495
Mumbai,Ambernath,1BHK,18384.26,85.79,450,73,2030-05-01,8272916.999999999,463266.0,5.599790255359748,0.05690013688226925
Mumbai,Ambernath,1BHK,18432.18,86.02,450,92,2030-06-01,8294481.0,464508.0,5.600205727157612,0.054091426898283945
Mumbai,Ambernath,1BHK,18565.65,86.64,450,102,2030-07-01,8354542.500000001,467856.0,5.600019390648859,0.05643372070725383
Mumbai,Ambernath,1BHK,18661.86,87.09,450,105,2030-08-01,8397837.0,470286.0,5.6000848789991995,0.05734595223040362
Mumbai,Ambernath,1BHK,18814.95,87.8,450,128,2030-09-01,8466727.5,474120.0,5.599802284885158,0.062403902022553526
Mumbai,Ambernath,1BHK,18921.01,88.3,450,51,2030-10-01,8514454.5,476820.0,5.6001238834501965,0.06450308025542206
Mumbai,Ambernath,1BHK,19035.9,88.83,450,50,2030-11-01,8566155.0,479682.0,5.599735237104628,0.06551531896219753
Mumbai,Ambernath,1BHK,19175.77,89.49,450,84,2030-12-01,8629096.5,483246.0,5.6001923260447946,0.0674762645676128
Mumbai,Ambernath,1BHK,19244.27,89.81,450,141,2031-01-01,8659921.5,484974.0,5.600212426867842,0.06835274243145117
Mumbai,Ambernath,1BHK,19343.15,90.27,450,142,2031-02-01,8704417.5,487458.0,5.600122007015403,0.0745872068282396
Mumbai,Ambernath,1BHK,19423.15,90.64,450,37,2031-03-01,8740417.5,489456.0,5.599915564674113,0.0697340252982459
Mumbai,Ambernath,1BHK,19520.85,91.1,450,145,2031-04-01,8784382.5,491940.0,5.6001659763791025,0.06428967482241266
Mumbai,Ambernath,1BHK,19667.41,91.78,450,137,2031-05-01,8850334.5,495612.0,5.599923935078386,0.06979611907142313
Mumbai,Ambernath,1BHK,19675.66,91.82,450,30,2031-06-01,8854047.0,495828.0,5.60001545056176,0.06746244882591212
Mumbai,Ambernath,1BHK,19830.43,92.54,450,52,2031-07-01,8923693.5,499716.0,5.599878570459642,0.06812473573508049
Mumbai,Ambernath,1BHK,19796.24,92.38,450,131,2031-08-01,8908308.0,498852.0,5.599851284890464,0.06078600954031388
Mumbai,Ambernath,1BHK,19933.58,93.02,450,118,2031-09-01,8970111.0,502308.0,5.599796925589883,0.0594543169128805
Mumbai,Ambernath,1BHK,20068.81,93.65,450,81,2031-10-01,9030964.5,505710.0,5.599734114778106,0.06066272360724945
Mumbai,Ambernath,1BHK,20172.21,94.14,450,51,2031-11-01,9077494.5,508356.0,5.600179653097008,0.05969300111893827
Mumbai,Ambernath,1BHK,20222.49,94.37,450,88,2031-12-01,9100120.5,509598.0,5.599903869404806,0.05458555249671848
Mumbai,Ambernath,1BHK,20252.0,94.51,450,49,2032-01-01,9113400.0,510354.0,5.600039502271381,0.0523651975367212
Mumbai,Ambernath,1BHK,20297.6,94.72,450,130,2032-02-01,9133920.0,511488.0,5.599873876714488,0.04934304908972931
Mumbai,Ambernath,1BHK,20373.92,95.08,450,146,2032-03-01,9168264.0,513432.0,5.600100520665635,0.048950350483829785
Mumbai,Ambernath,1BHK,20566.24,95.98,450,79,2032-04-01,9254808.0,518292.0,5.6002458397840345,0.05355248362648157
Mumbai,Ambernath,1BHK,20623.11,96.24,450,136,2032-05-01,9280399.5,519696.0,5.599931339162716,0.04859307860058859
Mumbai,Ambernath,1BHK,20680.19,96.51,450,101,2032-06-01,9306085.5,521154.0,5.600141971616314,0.051054450015908026
Mumbai,Ambernath,1BHK,20799.03,97.06,450,79,2032-07-01,9359563.5,524124.0,5.599876532703688,0.048844124913075326
Mumbai,Ambernath,1BHK,20943.36,97.74,450,122,2032-08-01,9424512.0,527796.0,5.600247524752476,0.057946357490109124
